Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
13/01/2026,18:30,VfB Stuttgart,Eintracht Frankfurt,3,2,Ended
13/01/2026,20:30,1. FSV Mainz 05,1. FC Heidenheim,2,1,Ended
13/01/2026,20:30,Borussia Dortmund,SV Werder Bremen,3,0,Ended
13/01/2026,20:30,Hamburger SV,Bayer 04 Leverkusen,-,-,Postponed
14/01/2026,18:30,VfL Wolfsburg,FC St. Pauli,2,1,Ended
14/01/2026,20:30,1. FC Köln,FC Bayern München,1,3,Ended
14/01/2026,20:30,RB Leipzig,SC Freiburg,2,0,Ended
14/01/2026,20:30,TSG Hoffenheim,Borussia M'gladbach,5,1,Ended
15/01/2026,20:30,FC Augsburg,1. FC Union Berlin,1,1,Ended
