Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
09/01/2026,20:30,Eintracht Frankfurt,Borussia Dortmund,3,3,Ended
10/01/2026,15:30,1. FC Heidenheim,1. FC Köln,2,2,Ended
10/01/2026,15:30,1. FC Union Berlin,1. FSV Mainz 05,2,2,Ended
10/01/2026,15:30,SC Freiburg,Hamburger SV,2,1,Ended
10/01/2026,18:30,Bayer 04 Leverkusen,VfB Stuttgart,1,4,Ended
11/01/2026,15:30,Borussia M'gladbach,FC Augsburg,4,0,Ended
11/01/2026,17:30,FC Bayern München,VfL Wolfsburg,8,1,Ended
27/01/2026,20:30,FC St. Pauli,RB Leipzig,1,1,Ended
27/01/2026,20:30,SV Werder Bremen,TSG Hoffenheim,0,2,Ended
