Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
21/11/2025,20:45,Nice,Olympique de Marseille,1,5,Ended
22/11/2025,17:00,RC Lens,RC Strasbourg,1,0,Ended
22/11/2025,19:00,Stade Rennais,AS Monaco,4,1,Ended
22/11/2025,21:05,Paris Saint-Germain,Le Havre,3,0,Ended
23/11/2025,15:00,Auxerre,Olympique Lyonnais,0,0,Ended
23/11/2025,17:15,Nantes,Lorient,1,1,Ended
23/11/2025,17:15,Stade Brestois,Metz,3,2,Ended
23/11/2025,17:15,Toulouse,Angers,0,1,Ended
23/11/2025,20:45,Lille,Paris FC,4,2,Ended
