Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
05/12/2025,19:00,Stade Brestois,AS Monaco,1,0,Ended
05/12/2025,21:00,Lille,Olympique de Marseille,1,0,Ended
06/12/2025,17:00,Nantes,RC Lens,1,2,Ended
06/12/2025,19:00,Toulouse,RC Strasbourg,1,0,Ended
06/12/2025,21:05,Paris Saint-Germain,Stade Rennais,5,0,Ended
07/12/2025,15:00,Nice,Angers,0,1,Ended
07/12/2025,17:15,Auxerre,Metz,3,1,Ended
07/12/2025,17:15,Le Havre,Paris FC,0,0,Ended
07/12/2025,20:45,Lorient,Olympique Lyonnais,1,0,Ended
