Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
24/10/2025,20:45,Milan,Pisa,2,2,Ended
25/10/2025,15:00,Parma,Como,0,0,Ended
25/10/2025,15:00,Udinese,Lecce,3,2,Ended
25/10/2025,18:00,Napoli,Inter,3,1,Ended
25/10/2025,20:45,Cremonese,Atalanta,1,1,Ended
26/10/2025,12:30,Torino,Genoa,2,1,Ended
26/10/2025,15:00,Hellas Verona,Cagliari,2,2,Ended
26/10/2025,15:00,Sassuolo,Roma,0,1,Ended
26/10/2025,18:00,Fiorentina,Bologna,2,2,Ended
26/10/2025,20:45,Lazio,Juventus,1,0,Ended
