Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
06/12/2025,15:00,Sassuolo,Fiorentina,3,1,Ended
06/12/2025,18:00,Inter,Como,4,0,Ended
06/12/2025,20:45,Hellas Verona,Atalanta,3,1,Ended
07/12/2025,12:30,Cremonese,Lecce,2,0,Ended
07/12/2025,15:00,Cagliari,Roma,1,0,Ended
07/12/2025,18:00,Lazio,Bologna,1,1,Ended
07/12/2025,20:45,Napoli,Juventus,2,1,Ended
08/12/2025,15:00,Pisa,Parma,0,1,Ended
08/12/2025,18:00,Udinese,Genoa,1,2,Ended
08/12/2025,20:45,Torino,Milan,2,3,Ended
