Data,Ora,Squadra Casa,Squadra Trasferta,Gol Casa,Gol Trasferta,Stato
12/12/2025,20:45,Lecce,Pisa,1,0,Ended
13/12/2025,15:00,Torino,Cremonese,1,0,Ended
13/12/2025,18:00,Parma,Lazio,0,1,Ended
13/12/2025,20:45,Atalanta,Cagliari,2,1,Ended
14/12/2025,12:30,Milan,Sassuolo,2,2,Ended
14/12/2025,15:00,Fiorentina,Hellas Verona,1,2,Ended
14/12/2025,15:00,Udinese,Napoli,1,0,Ended
14/12/2025,18:00,Genoa,Inter,1,2,Ended
14/12/2025,20:45,Bologna,Juventus,0,1,Ended
15/12/2025,20:45,Roma,Como,1,0,Ended
